,brand,product,price,discount/on_sale,rating,product_urls,image_url,product_details
100,KARL LAGERFELD PARIS, Nouveau Tote,EUR 218.52,With offer EUR 122.37,5 out of 5 rating with 1 reviews,/shop/product/karl-lagerfeld-paris-nouveau-tote?ID=16378743&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/24886609_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Introducing our luxurious tote, the perfect accessory to add a touch of romance to your outfit. Made with high-quality materials and designed with elegance in mind, this tote bag is sure to make you feel confident and glamorous wherever you go..........Material - 100% genuine leather, lining - 100% nylon, trim - 100% genuine leather...Medium sized bag, 12"" W x 11"" H x 4"" D...Approximate 5"" L double handle drop, adjustable and removable crossbody strap...Top zipper closure...Back slip pocket...1 interior zipper pocket, 2 slip pocket...Silver-tone hardware...Product weight - 2 lbs...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....Spot Clean...Imported......"
101,Brahmin, Shea Leather Crossbody,EUR 234.81,Now EUR 164.37,4.8222 out of 5 rating with 45 reviews,/shop/product/brahmin-shea-leather-crossbody?ID=12441137&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/25942145_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Go hands-free with the spacious Shea crossbody in rich leather from Brahmin..........Zip top closure...Small sized bag; 9-3/4""W x 7-1/4""H x 2-3/4""D  (width is measured across the bottom of handbag); 2.2 lbs. approx. weight...Silhouette is based off 5'9"" model...25""L adjustable strap...Zip closure...Exterior front-flap closure pocket & back slide pocket...Interior zip wall pocket & organizer pocket...Dust bag included...Leather...Wipe clean...Imported......"
102,Giani Bernini," Nappa Leather Venice Crossbody, Created for Macy's",EUR 95.36,Sale EUR 57.22,4.4483 out of 5 rating with 29 reviews,/shop/product/giani-bernini-nappa-leather-venice-crossbody-created-for-macys?ID=12219478&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/9446749_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Organization organized. Look chic but still manage to pack it all in with this streamlined crossbody design from Giani Bernini. Concealed pockets both inside and out combine functionality with the convenience of a compact silhouette, perfect for an on-the-go lifestyle..........9"" W  x 9-1/2"" H x 2"" D; weight: 1.25lb (width is measured across the bottom of handbag) ...Silhouette is based off 5'9"" model...Top zip closure...Adjustable strap with 23"" drop...Exterior features silver-tone hardware with 2 zip pockets and 1 front magnetic snap flap compartment with 3 slip pockets and 1 ID window...Interior features 1 zip pocket and 1 slip pocket...Created for Macy's...Body: leather; trim: polyurethane...Imported......"
103,I.N.C. International Concepts," Rachell Mini Crossbody, Created for Macy's",EUR 47.44,Sale EUR 28.46,3.9559 out of 5 rating with 68 reviews,/shop/product/i.n.c.-international-concepts-rachell-mini-crossbody-created-for-macys?ID=11745648&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/18584873_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    INC Rachell Crossbody, Created for Macy's.........Mini sized bag: 5.5""W x 7""H x 2""D; 0.53 lbs...Magnetic snap closure...2.5"" handles; 24"" removable, adjustable strap...Gold- or silver-tone hardware, varies by color; 1 side zipper pocket...2 interior slip pockets, 1 zipper pocket...Created for Macy's...Body: PU; polyester lining...Wipe clean...Imported......"
104,Betsey Johnson, Floral Stud Tote,EUR 84.34,None,None,/shop/product/betsey-johnson-floral-stud-tote?ID=17343877&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/26405045_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Say hello to our new Betsey floral studded tote. Its large enough to carry all of your essentials while maintaining a cute, fashionable aesthetic..........Material- polyurethane, trim- polyurethane, lining- nylon...Medium sized bag- 13 1/2"" W x 11"" H x 6"" D...Zipper closure...Approximate drop shoulder strap length- 10.5""...Interior back wall zipper pocket...Stud details...Gold-tone hardware...Product weight- 2 lbs...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....Spot Clean...Imported......"
105,Kipling, Izellah Crossbody Bag,EUR 94.88,With offer EUR 50.14 - 60.72,4.6458 out of 5 rating with 48 reviews,/shop/product/kipling-izellah-crossbody-bag?ID=10347466&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/15705943_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Kipling's Izellah Crossbody Bag is perfect for organizing your essentials, and features an adjustable shoulder strap for customized wear..........Medium sized bag; 13""W x 9""H x 4-3/4""D (width is measured across the bottom of handbag); .71 lbs. approx. weight...12""L-24""L adjustable strap...Zip closure...Silver-tone exterior hardware & 2 zip pockets...1 interior slip pocket, 2 zip pockets, 1 key clasp & 1 pen loop...Fits iPhone...WHY YOU'LL LOVE IT: a nylon bag is your go-to bag, ready for any day, any weather. It's lightweight, durable and water-resistant!...Nylon...Spot clean...Imported......"
106,Kipling, Bina M Small Nylon Crossbody Handbag,EUR 133.22,With offer EUR 85.26,3.5 out of 5 rating with 2 reviews,/shop/product/kipling-bina-m-small-nylon-crossbody-handbag?ID=16811729&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/25685001_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Classically shaped with a classic companion, Kipling's Bina M Small Nylon Crossbody Handbag merges everyday practicality with nostalgia..........WHY YOU'LL LOVE IT: a nylon bag is your go-to bag, ready for any day, any weather. It's lightweight, durable and water-resistant!...Small sized bag; 10-3/4""W x 6-3/4""H x 5-1/2""D (width is measured across the bottom of handbag); 0.68 lbs. approx. weight ...Silhouette is based off 5'9"" model ...4""L handles; 25""L removable, adjustable strap ...Zippered closure ...Silver-tone hardware & keychain ...Interior zip & slip pockets...Nylon...Spot clean...Imported......"
107,Giani Bernini," Faux Leather Tooling Hobo, Created for Macy's ",EUR 95.36,With offer EUR 53.40,3.9677 out of 5 rating with 31 reviews,/shop/product/giani-bernini-faux-leather-tooling-hobo-created-for-macys?ID=13707935&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/22327490_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Giani Bernini's Faux Leather Tooling Hobo is the ultimate everyday bag. The gorgeous tooling adds sophistication while the array of pockets ensure you stay organized. .........Small sized bag; 11""W x 8""H x 4""D (width is measured across the bottom of the bag); 0.89 lbs. approx. weight ...Silhouette is based off 5'9"" model ...23""L adjustable crossbody strap ...Zippered closure...Gold-tone hardware, 2 exterior zip pockets & 1 back slip pocket ...Double compartment interior, zip & slip pockets ...Fits iPad ...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
108,I.N.C. International Concepts," Doris Sparkle Mesh Pouch, Created for Macy's",EUR 76.19,None,4.6949 out of 5 rating with 118 reviews,/shop/product/i.n.c.-international-concepts-doris-sparkle-mesh-pouch-created-for-macys?ID=8331994&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/13303572_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Glam takes a new form with the I.N.C. International Concepts® Doris Mesh Pouch featuring a unique silhouette and shimmering exterior..........Small sized bag; 8""W x 6-1/2""H x 2""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...5-1/2""L handle...Magnetic snap & zip closures...Gold or Silver-tone exterior hardware, varies by color...Fits iPhone 8 Plus...Created for Macy's...Polyester/rhinestones/metal mesh...Wipe clean...Imported......"
109,Kipling, Sabian Mini Crossbody,EUR 51.75,With offer EUR 33.12,4.3514 out of 5 rating with 313 reviews,/shop/product/kipling-sabian-mini-crossbody?ID=4754168&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/16485945_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Durable, flexible nylon comprises a Kipling mini crossbody designed to hang at the hip for on-the-go access without added bulk..........Mini sized bag; 7-3/4""W x 6""H x 3-1/4""D (width is measured across bottom of the handbag)...Silhouette is based off 5'9"" model...13"" to 25-1/2""L adjustable crossbody strap...Button flap closure...Silver-tone exterior hardware, 1 front zip pocket & monkey fob...1 interior zip pocket & key clasp...Polyamide/polyester...Spot clean...Imported......"
110,I.N.C. International Concepts," Soft Ajae Sequin Small Handbag, Created for Macy's ",EUR 76.19,Sale EUR 45.72,None,/shop/product/i.n.c.-international-concepts-soft-ajae-sequin-small-handbag-created-for-macys?ID=16586014&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/25627434_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Sequins dazzle this version of the Ajae by I.N.C. International Concepts®. Never sacrificing style for functionality, this bag opens up to an interior with multiple pockets and even an exterior slip pocket, perfect for your phone. .........Small sized bag; 9""W x 6""H x 4""D (width is measured across the bottom of handbag); 1.10 lbs. approx. weight ...Silhouette is based off 5'9"" model ...13""L shoulder straps ...Turn-lock closure...Hardware tone varies by color & exterior back slip pocket ...Interior zip & slip pockets ...Created for Macy's ...Polyester; sequins: plastic; lining: polyester...Spot clean...Imported......"
111,Patricia Nash, Portafina Frame Crossbody,EUR 142.80,None,None,/shop/product/patricia-nash-portafina-frame-crossbody?ID=17057081&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/26175195_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    The Portafina from Patricia Nash is a vintage-inspired, uniquely shaped frame bag, crafted in gorgeous new Glitter Mosaics design..........Small sized bag; 8-1/2""W x 8-1/4""H x 3""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...23""L strap...Foldover snap closure...Signature brushed gold hardware, heavy handcrafted stitching, rear slip pocket...Interior slip pocket...Woman Owned...Cotton, polyester; trim: leather; lining: polyester...Wipe clean...Imported......"
112,I.N.C. International Concepts," Averry Tunnel Convertible Clutch Crossbody, Created for Macy's",EUR 57.03,Sale EUR 34.22,4.2273 out of 5 rating with 88 reviews,/shop/product/i.n.c.-international-concepts-averry-tunnel-convertible-clutch-crossbody-created-for-macys?ID=6301560&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/9863148_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    The perfect choice for a busy day or night on the town, the I.N.C. International Concepts® Averry Tunnel Crossbody features an easygoing silhouette and polished hardware accents to wear as a crossbody or clutch..........Small sized bag; 9""W x 6""H x 2-1/2""D (width is measured across the bottom of handbag); 0.5 lbs. approx. weight...Silhouette is based off 5'9"" model...24""L to 27""L adjustable and detachable strap...Snap closure...Silver-tone or gunmetal-tone hardware; varies by color...2 interior main pockets, 1 zip pocket, 1 magnetic snap pocket, 8 credit card slots & 1 slip pocket...Fits iPhone 8 Plus or smaller model...Bag converts from crossbody to clutch by unhooking crossbody strap...Created for Macy's...Faux leather...Imported......"
113,Patricia Nash, Conselice Small Leather Frame Satchel,EUR 219.48,None,3.5 out of 5 rating with 2 reviews,/shop/product/patricia-nash-conselice-small-leather-frame-satchel?ID=16392264&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/25710049_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    While frame bags always make a style statement, they seem to be especially on-trend now. The Conselice by Patricia Nash is a small profile frame bag that packs a mighty punch..........Small sized bag; 9-1/4""W x 6-1/2""H x 5-5/8""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model ...3-3/4""L top handle; 24""L adjustable, removable strap ...Push-latch closure ...Signature brushed brass hardware, exterior slip pocket, protective metal feet, heavy handcrafted stitching & burned edge finish...Interior zip & slip pockets...1-year manufacturer's limited warranty ...Woman Owned...Leather; faux-suede lining: polyester...Wipe clean...Imported......Request warranty information........."
114,Kipling, Lauri Shoulder Bag,EUR 90.09,With offer EUR 57.66,4.6667 out of 5 rating with 6 reviews,/shop/product/kipling-lauri-shoulder-bag?ID=16962439&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25744468_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Lending style to practicality, Kipling's Lauri Nylon Small Top Handle Zippered Shoulder Bag elevates everyday style with its rose gold-tone hardware and chic tassel..........WHY YOU'LL LOVE IT: a nylon bag is your go-to bag, ready for any day, any weather. It's lightweight, durable and water-resistant!...Small sized bag; 10""W x 6-1/4""H x 2-1/4""D (width is measured across the bottom of handbag); 0.9 lbs. approx. weight ...Silhouette is based off 5'9"" model ...Removable handle; 28-3/4""L removable, adjustable strap ...Zippered closure ...Silver-tone hardware ...Interior zip & slip pockets...Nylon...Spot clean...Imported......"
115,I.N.C. International Concepts," Rennata Quilted Clutch Crossbody, Crested for Macy's ",EUR 76.19,With offer EUR 30.48,4.6 out of 5 rating with 10 reviews,/shop/product/i.n.c.-international-concepts-rennata-quilted-clutch-crossbody-crested-for-macys?ID=16110473&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/25365511_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Crafted in sophisticated quilted faux leather, the Rennata Clutch Crossbody by I.N.C. International Concepts® is sure to stand out..........Small sized bag; 10""W x 6-1/2""H x 3-3/4""D (width is measured across the bottom of handbag); 0.5 lbs. approx. weight ...Silhouette is based off 5'9"" model ...18""L chain handle; 23""L removable, adjustable strap ...Snap closure...Silver-tone hardware...Interior zip & slip pockets ...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
116,Giani Bernini," Pebble Tooling Tote, Created for Macy's",EUR 95.36,With offer EUR 53.40,5 out of 5 rating with 2 reviews,/shop/product/giani-bernini-pebble-tooling-tote-created-for-macys?ID=17121079&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/24574107_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Luxe faux leather gets a fresh update with this go-anywhere Giani Bernini Pebble Tote, featuring an organized interior to keep all your essentials at hand. .........Medium sized bag; 12""W x 9-3/4""H x 4-1/2""D (width is measured across the bottom of bag); 1.2 lbs. approx. weight;...Silhouette is based off 5'9"" model...11""L handles...Zip closure...Silver-tone exterior hardware, 2 front zip pockets & 1 back zip pocket...2 interior magnetic snap pocket compartments, 1 center zip pocket, 1 cell phone pocket & 1 back wall zip pocket...Fits an iPad...Created for Macy's...Faux leather...Imported......"
117,Giani Bernini," Saffiano Plaid Tote, Create for Macy's",EUR 95.36,Sale EUR 57.22,4.6 out of 5 rating with 5 reviews,/shop/product/giani-bernini-saffiano-plaid-tote-create-for-macys?ID=17025918&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/23933363_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    A classic silhouette that blends seamlessly with your entire wardrobe, this everyday tote by Giani Bernini, is composed of a cheery plaid faux leather and finished with a gleaming logo plaque..........14 1/2"" W x 9-1/2"" H x 5"" D; weight: 2.05lbs. (width is measured across bottom of tote)...Double handles with 9-1/2"" drop...Magnetic snap closure...Exterior features silver & gold tone hardware, logo plaque and 1 back zip pocket...Interior features center zip divider pocket, 1 zip pocket, and 1 slip pocket...Created for Macy's...PVC, trim:PVC...Imported......"
